id,date,description,amount,category,status
TXN0860,2025-03-21,Chase payment,41859.27,Transfer,disputed
TXN0861,2025-03-22,Vendor payment,7856.4,Tax,disputed
TXN0862,2025-03-22,Salary transfer,44962.97,Revenue,pending
TXN0863,2025-03-22,Invoice #1042,24426.17,Refund,disputed
TXN0864,2025-03-23,Client payment,29583.83,Refund,completed
TXN0865,2025-03-23,Bank transfer,30123.76,Transfer,disputed
TXN0866,2025-03-24,Square deposit,29670.13,Revenue,disputed
TXN0867,2025-03-25,Tax withholding,1394.91,Tax,completed
TXN0868,2025-03-25,Vendor payment,34766.78,Expense,completed
TXN0869,2025-03-26,Invoice #1042,31570.83,Payroll,completed
TXN0870,2025-03-27,Salary transfer,18100.56,Revenue,pending
TXN0871,2025-03-27,Invoice #1042,34654.24,Revenue,disputed
TXN0872,2025-03-28,Tax withholding,48765.3,Revenue,disputed
TXN0873,2025-03-28,Invoice #1042,31201.48,Refund,disputed
TXN0874,2025-03-28,Vendor payment,42294.24,Payroll,disputed
TXN0875,2025-03-28,Chase payment,22945.71,Transfer,completed
TXN0876,2025-03-29,Credit card charge,36375.53,Payroll,pending
TXN0877,2025-03-30,Vendor payment,21352.3,Expense,disputed
TXN0878,2025-03-31,Invoice #1042,6926.72,Expense,completed
TXN0879,2025-03-31,Stripe payout,38595.52,Transfer,pending
TXN0880,2025-03-31,Client payment,10872.26,Expense,pending
TXN0881,2025-04-01,Subscription fee,25228.19,Expense,pending
TXN0882,2025-04-01,Client payment,16116.66,Revenue,completed
TXN0883,2025-04-01,Tax withholding,12038.78,Tax,pending
TXN0884,2025-04-02,Client payment,13911.37,Expense,completed
TXN0885,2025-04-03,Bank transfer,29973.89,Transfer,pending
TXN0886,2025-04-03,Invoice #1042,3066.29,Expense,completed
TXN0887,2025-04-04,Refund processed,37274.82,Payroll,completed
TXN0888,2025-04-05,Square deposit,1328.72,Refund,disputed
TXN0889,2025-04-05,Bank transfer,32679.55,Payroll,pending
TXN0890,2025-04-06,Refund processed,43308.69,Tax,pending
TXN0891,2025-04-06,Invoice #1042,37844.48,Transfer,pending
TXN0892,2025-04-06,Subscription fee,31075.74,Expense,pending
TXN0893,2025-04-06,Client payment,47500.08,Revenue,pending
TXN0894,2025-04-07,Bank transfer,21365.75,Revenue,completed
TXN0895,2025-04-07,Salary transfer,22462.16,Tax,disputed
TXN0896,2025-04-07,Invoice #1042,37610.03,Refund,pending
TXN0897,2025-04-08,Bank transfer,3932.49,Tax,pending
TXN0898,2025-04-08,Refund processed,29436.5,Tax,pending
TXN0899,2025-04-08,Credit card charge,36673.85,Tax,pending
TXN0900,2025-04-09,Bank transfer,37875.66,Tax,pending
TXN0901,2025-04-09,Salary transfer,1509.38,Revenue,pending
TXN0902,2025-04-10,Refund processed,16902.32,Payroll,pending
TXN0903,2025-04-10,Salary transfer,10088.94,Refund,disputed
TXN0904,2025-04-11,Subscription fee,33599.11,Revenue,completed
TXN0905,2025-04-11,Credit card charge,2655.36,Refund,completed
TXN0906,2025-04-12,Stripe payout,24563.84,Tax,disputed
TXN0907,2025-04-12,Square deposit,35412.04,Tax,pending
TXN0908,2025-04-12,Salary transfer,24651.51,Revenue,pending
TXN0909,2025-04-12,Stripe payout,24642.12,Transfer,disputed
TXN0910,2025-04-13,Chase payment,22250.5,Refund,disputed
TXN0911,2025-04-14,Salary transfer,25178.75,Expense,pending
TXN0912,2025-04-15,Bank transfer,22436.76,Payroll,pending
TXN0913,2025-04-15,Subscription fee,45820.59,Payroll,completed
TXN0914,2025-04-15,Subscription fee,32487.48,Tax,pending
TXN0915,2025-04-16,Refund processed,16196.96,Transfer,completed
TXN0916,2025-04-17,Refund processed,12440.85,Refund,completed
TXN0917,2025-04-17,Chase payment,5611.86,Payroll,completed
TXN0918,2025-04-17,Refund processed,26827.01,Revenue,completed
TXN0919,2025-04-18,Chase payment,15450.74,Refund,completed
TXN0920,2025-04-18,Tax withholding,18825.85,Expense,disputed
TXN0921,2025-04-19,Bank transfer,45406.4,Expense,disputed
TXN0922,2025-04-19,Credit card charge,8981.68,Payroll,pending
TXN0923,2025-04-20,Chase payment,21071.86,Expense,pending
TXN0924,2025-04-20,Salary transfer,2286.02,Payroll,disputed
TXN0925,2025-04-20,Bank transfer,19182.72,Transfer,pending
TXN0926,2025-04-21,Bank transfer,47343.67,Tax,pending
TXN0927,2025-04-22,Credit card charge,21104.2,Refund,pending
TXN0928,2025-04-22,Stripe payout,982.5,Revenue,disputed
TXN0929,2025-04-23,Credit card charge,40799.32,Transfer,disputed
TXN0930,2025-04-23,Stripe payout,48336.39,Tax,pending
TXN0931,2025-04-24,Subscription fee,26416.77,Expense,completed
TXN0932,2025-04-25,Bank transfer,37456.65,Payroll,pending
TXN0933,2025-04-25,Refund processed,17436.69,Refund,completed
TXN0934,2025-04-26,Refund processed,46939.27,Tax,completed
TXN0935,2025-04-27,Subscription fee,827.24,Revenue,disputed
TXN0936,2025-04-27,Tax withholding,3462.35,Payroll,disputed
TXN0937,2025-04-27,Bank transfer,49469.14,Refund,pending
TXN0938,2025-04-28,Refund processed,38512.14,Transfer,disputed
TXN0939,2025-04-28,Refund processed,35427.3,Revenue,completed
TXN0940,2025-04-28,Square deposit,18043.82,Transfer,completed
TXN0941,2025-04-29,Chase payment,37150.12,Payroll,disputed
TXN0942,2025-04-29,Vendor payment,25052.93,Expense,pending
TXN0943,2025-04-29,Client payment,36029.94,Refund,pending
TXN0944,2025-04-29,Client payment,46825.05,Tax,disputed
TXN0945,2025-04-30,Refund processed,42404.71,Expense,completed
TXN0946,2025-05-01,Square deposit,47638.79,Transfer,pending
TXN0947,2025-05-01,Refund processed,1814.92,Revenue,disputed
TXN0948,2025-05-01,Chase payment,22970.81,Refund,completed
TXN0949,2025-05-02,Stripe payout,4530.4,Revenue,completed
TXN0950,2025-05-02,Vendor payment,4380.13,Payroll,disputed
TXN0951,2025-05-03,Vendor payment,6878.8,Revenue,disputed
TXN0952,2025-05-03,Square deposit,33212.49,Payroll,pending
TXN0953,2025-05-03,Tax withholding,29921.21,Transfer,disputed
TXN0954,2025-05-04,Client payment,43143.48,Tax,disputed
TXN0955,2025-05-05,Bank transfer,938.07,Tax,completed
TXN0956,2025-05-06,Credit card charge,11978.58,Expense,completed
TXN0957,2025-05-06,Vendor payment,43236.73,Transfer,completed
TXN0958,2025-05-06,Subscription fee,4925.85,Tax,disputed
TXN0959,2025-05-06,Subscription fee,49794.26,Payroll,completed
TXN0960,2025-05-06,Bank transfer,18215.78,Tax,pending
TXN0961,2025-05-07,Salary transfer,27679.94,Payroll,disputed
TXN0962,2025-05-07,Square deposit,27754.68,Revenue,completed
TXN0963,2025-05-08,Stripe payout,33078.81,Payroll,pending
TXN0964,2025-05-08,Salary transfer,49190.82,Transfer,pending
TXN0965,2025-05-09,Tax withholding,5056.44,Revenue,pending
TXN0966,2025-05-09,Bank transfer,35996.54,Expense,pending
TXN0967,2025-05-10,Vendor payment,20941.3,Tax,pending
TXN0968,2025-05-10,Credit card charge,39990.49,Refund,disputed
TXN0969,2025-05-10,Chase payment,26610.64,Expense,completed
TXN0970,2025-05-10,Chase payment,47952.22,Revenue,disputed
TXN0971,2025-05-10,Stripe payout,9928.92,Tax,completed
TXN0972,2025-05-11,Credit card charge,44040.64,Expense,disputed
TXN0973,2025-05-11,Credit card charge,46337.46,Refund,pending
TXN0974,2025-05-12,Bank transfer,28022.03,Expense,pending
TXN0975,2025-05-13,Refund processed,2268.18,Expense,pending
TXN0976,2025-05-13,Refund processed,39151.41,Tax,completed
TXN0977,2025-05-14,Tax withholding,13328.09,Transfer,pending
TXN0978,2025-05-14,Bank transfer,41114.08,Tax,disputed
TXN0979,2025-05-15,Square deposit,2734.07,Tax,completed
TXN0980,2025-05-16,Square deposit,33398.45,Refund,disputed
TXN0981,2025-05-16,Tax withholding,16355.24,Expense,disputed
TXN0982,2025-05-17,Tax withholding,35253.74,Payroll,completed
TXN0983,2025-05-17,Salary transfer,41345.29,Expense,completed
TXN0984,2025-05-18,Square deposit,28229.21,Refund,completed
TXN0985,2025-05-18,Square deposit,39620.11,Expense,pending
TXN0986,2025-05-18,Vendor payment,31158.0,Revenue,pending
TXN0987,2025-05-19,Invoice #1042,4890.62,Revenue,pending
TXN0988,2025-05-19,Salary transfer,39087.52,Expense,pending
TXN0989,2025-05-20,Refund processed,41786.9,Refund,completed
TXN0990,2025-05-20,Refund processed,11042.4,Refund,completed
TXN0991,2025-05-20,Client payment,39020.33,Payroll,disputed
TXN0992,2025-05-21,Bank transfer,1687.69,Refund,disputed
TXN0993,2025-05-22,Salary transfer,34589.33,Payroll,disputed
TXN0994,2025-05-22,Bank transfer,902.14,Payroll,completed
TXN0995,2025-05-23,Stripe payout,14103.6,Revenue,disputed
TXN0996,2025-05-23,Square deposit,46659.22,Expense,completed
TXN0997,2025-05-24,Chase payment,46638.68,Transfer,completed
TXN0998,2025-05-24,Square deposit,39496.27,Transfer,completed
TXN0999,2025-05-24,Stripe payout,21853.7,Expense,pending
TXN1000,2025-05-25,Bank transfer,42869.3,Tax,pending
